UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,soma_subtipos,probabilidade_falha,risco
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,0,6.6099057e-07,Baixo
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,0,1.9356296e-06,Baixo
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,0,3.991185e-06,Baixo
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,0,1.7802153e-08,Baixo
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,0,1.0796617e-05,Baixo
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,0,8.2895474e-07,Baixo
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,0,1.6060876e-05,Baixo
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,8.470531e-07,Baixo
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,0,0.00012491824,Baixo
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,0,7.075451e-07,Baixo
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,0,3.3012273e-06,Baixo
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,0,6.192387e-06,Baixo
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,0,0.00013430035,Baixo
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,0,3.5821695e-06,Baixo
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,0,3.3956178e-06,Baixo
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,0,3.941268e-06,Baixo
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,0,4.4111935e-06,Baixo
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,0,3.3871183e-06,Baixo
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,0,4.8445247e-07,Baixo
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,0,3.916423e-06,Baixo
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,0,3.960923e-07,Baixo
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,0,3.2531872e-05,Baixo
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,0,7.1675554e-06,Baixo
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,0,1.4004095e-06,Baixo
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,0,9.125992e-07,Baixo
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,0,7.1020727e-06,Baixo
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,0,4.276634e-06,Baixo
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,0,3.4884567e-06,Baixo
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,0,7.306151e-07,Baixo
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,0,1.4381297e-05,Baixo
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,1.0959601e-05,Baixo
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,0,7.939611e-05,Baixo
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,0,2.357601e-05,Baixo
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,0,9.436957e-06,Baixo
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,0,4.738313e-06,Baixo
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,2.6487764e-05,Baixo
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,0,1.729583e-05,Baixo
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,0,4.247171e-06,Baixo
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,0,0.00020734743,Baixo
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,9.667382e-06,Baixo
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,0,7.7326295e-06,Baixo
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,0,7.4089903e-06,Baixo
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,0,5.5076824e-05,Baixo
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,0,1.76788e-05,Baixo
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,0,5.5452114e-05,Baixo
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,0,1.0605964e-05,Baixo
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,0,0.00040512768,Baixo
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,4.5560528e-06,Baixo
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,0,1.7473756e-05,Baixo
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,0,6.7960427e-06,Baixo
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,0,1.4488091e-05,Baixo
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,0,5.684956e-06,Baixo
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,0,3.2417352e-05,Baixo
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,0,2.9157504e-06,Baixo
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,0,0.00013741136,Baixo
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,0,7.948269e-05,Baixo
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,0,2.1053593e-05,Baixo
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,5.1981257e-05,Baixo
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,0,0.00040217457,Baixo
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,0,0.00046012123,Baixo
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,0,3.3869053e-06,Baixo
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,0,1.585464e-05,Baixo
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,0,0.0007178981,Baixo
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,0,0.0014823455,Baixo
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,1,0.9989343,Crítico
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,0.00017313688,Baixo
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,0.00021064773,Baixo
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,0,0.010173484,Baixo
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,0,0.03908422,Baixo
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,0,1.851546e-06,Baixo
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,0,1.9311533e-07,Baixo
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,0,3.1840605e-07,Baixo
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,0,1.6710874e-06,Baixo
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,0,8.419539e-06,Baixo
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,0,6.3777034e-06,Baixo
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,0,1.6930138e-06,Baixo
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,0,3.4955926e-07,Baixo
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,0,5.986047e-07,Baixo
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,0,2.9359103e-06,Baixo
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,0,6.155529e-06,Baixo
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,0,2.95014e-06,Baixo
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,0,0.0009879585,Baixo
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,0,7.312857e-07,Baixo
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,0,1.2598521e-07,Baixo
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,0,1.9034281e-06,Baixo
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,0,2.4641733e-07,Baixo
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,0,9.339273e-07,Baixo
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,8.1597445e-06,Baixo
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,0,8.54094e-07,Baixo
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,0,4.704107e-06,Baixo
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,1.0606783e-07,Baixo
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,0,9.563693e-07,Baixo
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,0,8.694875e-06,Baixo
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,0,1.6362029e-06,Baixo
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,6.0223488e-06,Baixo
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,0,5.1168654e-06,Baixo
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,0,4.101171e-06,Baixo
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,0,1.2117132e-06,Baixo
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,5.709661e-06,Baixo
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,3.5962548e-06,Baixo
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,5.1838806e-06,Baixo
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,1.04453e-05,Baixo
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,0,0.00012187788,Baixo
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,0,5.9218648e-05,Baixo
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,0,3.8175778e-05,Baixo
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,0,6.1875467e-06,Baixo
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,0,1.7184485e-06,Baixo
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,0,1.9110894e-06,Baixo
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,0,2.0097641e-05,Baixo
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,0,7.5826414e-05,Baixo
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,0,6.4104916e-06,Baixo
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,0,4.550182e-06,Baixo
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,0,3.963545e-05,Baixo
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,0,8.201037e-06,Baixo
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,0,1.0975028e-05,Baixo
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,0,1.2423765e-05,Baixo
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,0,3.425303e-06,Baixo
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,1,0.8747214,Crítico
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,0,2.583789e-06,Baixo
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,0,7.015035e-06,Baixo
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,0,8.7437246e-07,Baixo
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,0,0.00021031799,Baixo
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,0,1.33641e-06,Baixo
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,0,1.0856864e-05,Baixo
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,0,1.2463067e-05,Baixo
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,0,1.0109406e-05,Baixo
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,0,7.1258037e-06,Baixo
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,0,3.7149843e-05,Baixo
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,0,7.941749e-06,Baixo
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,0,2.2806412e-06,Baixo
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,0,1.6994229e-06,Baixo
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,0,2.5028287e-06,Baixo
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,0,1.045114e-05,Baixo
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,0,5.8000387e-07,Baixo
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,0,1.1515788e-06,Baixo
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,0,1.04480186e-07,Baixo
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,0,3.4096796e-05,Baixo
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,0,0.0001510477,Baixo
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,0,6.738039e-05,Baixo
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,0,2.4501373e-06,Baixo
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,0,0.019818941,Baixo
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,0,7.136455e-05,Baixo
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,0,0.31955183,Moderado
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,0,6.947266e-05,Baixo
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,0,1.6587503e-06,Baixo
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,0,2.0879457e-05,Baixo
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,0,1.5056677e-05,Baixo
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,0,3.3156557e-06,Baixo
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,0,0.060746614,Baixo
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,0,0.00013633905,Baixo
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,0,0.001877033,Baixo
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,0,0.0010961624,Baixo
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,0,3.717352e-05,Baixo
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,0,0.025741568,Baixo
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,0,0.016326085,Baixo
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,0,0.00019823542,Baixo
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,0,3.4618838e-06,Baixo
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,0,0.00014684656,Baixo
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,0,7.6582046e-07,Baixo
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,0,1.1256537e-05,Baixo
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,0,3.2988436e-07,Baixo
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,0,3.5254898e-06,Baixo
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,0,3.0645808e-06,Baixo
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,0,7.2940026e-07,Baixo
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,0,1.5779226e-06,Baixo
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,0,3.1893044e-06,Baixo
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,0,0.0006499977,Baixo
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,0,6.010089e-07,Baixo
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,0,3.2464995e-06,Baixo
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,0,9.357199e-06,Baixo
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,0,1.7831754e-06,Baixo
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,0,1.0670799e-06,Baixo
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,0,1.9970576e-06,Baixo
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,0,1.8174162e-06,Baixo
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,0,1.7633424e-06,Baixo
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,0,6.2576355e-06,Baixo
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,0,7.559392e-06,Baixo
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,0,8.472701e-06,Baixo
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,0,3.9321076e-06,Baixo
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,1,0.9316416,Crítico
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,0,2.7625817e-06,Baixo
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,0,2.2785605e-06,Baixo
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,0,1.5976337e-05,Baixo
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,0,0.00030940375,Baixo
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,0,0.00027554168,Baixo
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,0,1.121493e-06,Baixo
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,0,1.0328642e-05,Baixo
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,0,1.1265836e-05,Baixo
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,0,1.8020628e-06,Baixo
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,0,1.3305298e-05,Baixo
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,0,1.0165061e-05,Baixo
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,0,2.2326563e-05,Baixo
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,0,7.9338126e-05,Baixo
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,0,1.3558805e-05,Baixo
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,0,2.5096042e-05,Baixo
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,0,5.910617e-06,Baixo
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,0,1.1719746e-06,Baixo
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,0,1.9651588e-06,Baixo
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,0,0.00010193411,Baixo
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,0,6.702789e-06,Baixo
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,1,0.9987601,Crítico
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,0,4.201996e-06,Baixo
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,0,6.9423195e-06,Baixo
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,0,9.699842e-06,Baixo
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,0,0.00050083734,Baixo
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,0,8.485537e-07,Baixo
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,0,7.6222927e-06,Baixo
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,0,4.035691e-06,Baixo
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,0,7.982433e-07,Baixo
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,0,3.1136692e-06,Baixo
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,0,1.7000452e-06,Baixo
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,0,2.2325808e-06,Baixo
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,0,4.8312417e-05,Baixo
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,0,5.5201263e-06,Baixo
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,0,7.4293496e-07,Baixo
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,0,8.6224617e-07,Baixo
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,0,3.9178276e-06,Baixo
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,0,1.0951502e-06,Baixo
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,0,3.5406615e-07,Baixo
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,0,3.3046513e-06,Baixo
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,0,1.2269813e-05,Baixo
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,0,4.5340066e-08,Baixo
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,0,2.4054782e-06,Baixo
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,0,1.6141823e-06,Baixo
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,0,1.056978e-06,Baixo
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,0,1.035643e-06,Baixo
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,0,1.0084822e-05,Baixo
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,0,1.8804738e-05,Baixo
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,0,4.8128013e-06,Baixo
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,0,1.9757515e-05,Baixo
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,0,3.823786e-05,Baixo
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,0,7.273175e-05,Baixo
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,0,6.0768987e-05,Baixo
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,0,0.00028895802,Baixo
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,0,0.00062029756,Baixo
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,0,0.0002127313,Baixo
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,0,0.0041504297,Baixo
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,0,0.00010019549,Baixo
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,0,0.00021251378,Baixo
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,0,0.0017105077,Baixo
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,0,4.7193802e-07,Baixo
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,0,1.3722283e-07,Baixo
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,0,4.448864e-08,Baixo
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,0,1.4311054e-07,Baixo
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,0,7.278604e-07,Baixo
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,0,0.0007063971,Baixo
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,0,1.8278544e-05,Baixo
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,0,3.733747e-06,Baixo
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,0,5.113802e-06,Baixo
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,0,5.965138e-07,Baixo
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,0,2.0468042e-06,Baixo
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,0,1.13254146e-07,Baixo
516,L47695,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,0,4.765303e-07,Baixo
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,0,1.0333658e-05,Baixo
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,0,5.2823416e-05,Baixo
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,0,2.6333948e-05,Baixo
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,0,4.2806907e-05,Baixo
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,0,8.8696356e-07,Baixo
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,0,3.0393783e-06,Baixo
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,0,1.8397375e-06,Baixo
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,0,2.1384064e-06,Baixo
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,0,4.1731315e-08,Baixo
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,0,2.1993026e-07,Baixo
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,0,3.4054294e-05,Baixo
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,0,1.0160643e-06,Baixo
